Any;Valor;Sector;;;;
jun-20;104,908;Comunicacions;;;;
may-20;104,911;Comunicacions;;;;
abr-20;105,031;Comunicacions;;;;
mar-20;105,202;Comunicacions;;;;
feb-20;103,925;Comunicacions;;;;
ene-20;103,936;Comunicacions;;;;
dic-19;103,986;Comunicacions;;;;
nov-19;104,245;Comunicacions;;;;
oct-19;104,327;Comunicacions;;;;
sep-19;104,601;Comunicacions;;;;
ago-19;104,545;Comunicacions;;;;
jul-19;104,374;Comunicacions;;;;
jun-19;104,221;Comunicacions;;;;
may-19;104,462;Comunicacions;;;;
abr-19;104,317;Comunicacions;;;;
mar-19;104,424;Comunicacions;;;;
feb-19;104,653;Comunicacions;;;;
ene-19;103,842;Comunicacions;;;;
dic-18;103,289;Comunicacions;;;;
nov-18;103,444;Comunicacions;;;;
oct-18;103,392;Comunicacions;;;;
sep-18;104,16;Comunicacions;;;;
ago-18;104,043;Comunicacions;;;;
jul-18;104,118;Comunicacions;;;;
jun-18;104,162;Comunicacions;;;;
may-18;104,281;Comunicacions;;;;
abr-18;104,204;Comunicacions;;;;
mar-18;102,934;Comunicacions;;;;
feb-18;103,139;Comunicacions;;;;
ene-18;101,21;Comunicacions;;;;
dic-17;100,984;Comunicacions;;;;
nov-17;101,396;Comunicacions;;;;
oct-17;101,355;Comunicacions;;;;
sep-17;101,51;Comunicacions;;;;
ago-17;101,431;Comunicacions;;;;
jul-17;101,402;Comunicacions;;;;
jun-17;101,879;Comunicacions;;;;
may-17;101,879;Comunicacions;;;;
abr-17;101,331;Comunicacions;;;;
mar-17;100,862;Comunicacions;;;;
feb-17;100,789;Comunicacions;;;;
ene-17;100,338;Comunicacions;;;;
dic-16;100,746;Comunicacions;;;;
nov-16;100,758;Comunicacions;;;;
oct-16;100,789;Comunicacions;;;;
sep-16;100,761;Comunicacions;;;;
ago-16;100,739;Comunicacions;;;;
jul-16;99,922;Comunicacions;;;;
jun-16;99,826;Comunicacions;;;;
may-16;99,866;Comunicacions;;;;
abr-16;99,894;Comunicacions;;;;
mar-16;99,236;Comunicacions;;;;
feb-16;99,239;Comunicacions;;;;
ene-16;97,791;Comunicacions;;;;
dic-15;97,544;Comunicacions;;;;
nov-15;97,613;Comunicacions;;;;
oct-15;97,655;Comunicacions;;;;
sep-15;98,043;Comunicacions;;;;
ago-15;98,051;Comunicacions;;;;
jul-15;98,044;Comunicacions;;;;
jun-15;98,073;Comunicacions;;;;
may-15;98,102;Comunicacions;;;;
abr-15;96,566;Comunicacions;;;;
mar-15;96,632;Comunicacions;;;;
feb-15;96,622;Comunicacions;;;;
ene-15;96,628;Comunicacions;;;;
dic-14;97,091;Comunicacions;;;;
nov-14;97,095;Comunicacions;;;;
oct-14;97,131;Comunicacions;;;;
sep-14;98,623;Comunicacions;;;;
ago-14;98,65;Comunicacions;;;;
jul-14;98,644;Comunicacions;;;;
jun-14;99,886;Comunicacions;;;;
may-14;99,963;Comunicacions;;;;
abr-14;100,019;Comunicacions;;;;
mar-14;101,409;Comunicacions;;;;
feb-14;101,426;Comunicacions;;;;
ene-14;101,374;Comunicacions;;;;
dic-13;102,915;Comunicacions;;;;
nov-13;103,04;Comunicacions;;;;
oct-13;103,044;Comunicacions;;;;
sep-13;104,831;Comunicacions;;;;
ago-13;104,924;Comunicacions;;;;
jul-13;104,936;Comunicacions;;;;
jun-13;106,182;Comunicacions;;;;
may-13;106,205;Comunicacions;;;;
abr-13;106,13;Comunicacions;;;;
mar-13;108,875;Comunicacions;;;;
feb-13;108,86;Comunicacions;;;;
ene-13;108,873;Comunicacions;;;;
dic-12;110,162;Comunicacions;;;;
nov-12;110,161;Comunicacions;;;;
oct-12;111,339;Comunicacions;;;;
sep-12;111,353;Comunicacions;;;;
ago-12;108,602;Comunicacions;;;;
jul-12;108,601;Comunicacions;;;;
jun-12;110,607;Comunicacions;;;;
may-12;110,666;Comunicacions;;;;
abr-12;110,592;Comunicacions;;;;
mar-12;111,018;Comunicacions;;;;
feb-12;110,901;Comunicacions;;;;
ene-12;110,845;Comunicacions;;;;
dic-11;113,202;Comunicacions;;;;
nov-11;113,239;Comunicacions;;;;
oct-11;113,237;Comunicacions;;;;
sep-11;113,921;Comunicacions;;;;
ago-11;113,851;Comunicacions;;;;
jul-11;113,857;Comunicacions;;;;
jun-11;115,013;Comunicacions;;;;
may-11;115,067;Comunicacions;;;;
abr-11;115,11;Comunicacions;;;;
mar-11;114,918;Comunicacions;;;;
feb-11;114,922;Comunicacions;;;;
ene-11;114,958;Comunicacions;;;;
dic-10;115,014;Comunicacions;;;;
nov-10;115,024;Comunicacions;;;;
oct-10;115,027;Comunicacions;;;;
sep-10;115,29;Comunicacions;;;;
ago-10;115,284;Comunicacions;;;;
jul-10;115,273;Comunicacions;;;;
jun-10;114,674;Comunicacions;;;;
may-10;114,752;Comunicacions;;;;
abr-10;114,774;Comunicacions;;;;
mar-10;115,77;Comunicacions;;;;
feb-10;115,778;Comunicacions;;;;
ene-10;115,833;Comunicacions;;;;
dic-09;115,852;Comunicacions;;;;
nov-09;115,885;Comunicacions;;;;
oct-09;115,898;Comunicacions;;;;
sep-09;115,923;Comunicacions;;;;
ago-09;115,939;Comunicacions;;;;
jul-09;115,923;Comunicacions;;;;
jun-09;115,979;Comunicacions;;;;
may-09;116,106;Comunicacions;;;;
abr-09;116,329;Comunicacions;;;;
mar-09;116,378;Comunicacions;;;;
feb-09;116,371;Comunicacions;;;;
ene-09;116,406;Comunicacions;;;;
dic-08;116,234;Comunicacions;;;;
nov-08;116,765;Comunicacions;;;;
oct-08;116,899;Comunicacions;;;;
sep-08;116,845;Comunicacions;;;;
ago-08;116,816;Comunicacions;;;;
jul-08;116,94;Comunicacions;;;;
jun-08;116,988;Comunicacions;;;;
may-08;116,975;Comunicacions;;;;
abr-08;116,95;Comunicacions;;;;
mar-08;116,972;Comunicacions;;;;
feb-08;116,912;Comunicacions;;;;
ene-08;117,046;Comunicacions;;;;
dic-07;116,573;Comunicacions;;;;
nov-07;116,762;Comunicacions;;;;
oct-07;116,865;Comunicacions;;;;
sep-07;116,977;Comunicacions;;;;
ago-07;116,985;Comunicacions;;;;
jul-07;117,14;Comunicacions;;;;
jun-07;117,395;Comunicacions;;;;
may-07;116,897;Comunicacions;;;;
abr-07;117,287;Comunicacions;;;;
mar-07;117,522;Comunicacions;;;;
feb-07;115,912;Comunicacions;;;;
ene-07;116,286;Comunicacions;;;;
dic-06;115,682;Comunicacions;;;;
nov-06;115,983;Comunicacions;;;;
oct-06;116,214;Comunicacions;;;;
sep-06;116,487;Comunicacions;;;;
ago-06;116,436;Comunicacions;;;;
jul-06;116,339;Comunicacions;;;;
jun-06;116,601;Comunicacions;;;;
may-06;116,815;Comunicacions;;;;
abr-06;116,919;Comunicacions;;;;
mar-06;117,186;Comunicacions;;;;
feb-06;117,556;Comunicacions;;;;
ene-06;117,843;Comunicacions;;;;
dic-05;117,437;Comunicacions;;;;
nov-05;117,616;Comunicacions;;;;
oct-05;117,67;Comunicacions;;;;
sep-05;117,798;Comunicacions;;;;
ago-05;117,857;Comunicacions;;;;
jul-05;117,959;Comunicacions;;;;
jun-05;118,225;Comunicacions;;;;
may-05;118,226;Comunicacions;;;;
abr-05;118,331;Comunicacions;;;;
mar-05;118,505;Comunicacions;;;;
feb-05;119,489;Comunicacions;;;;
ene-05;119,685;Comunicacions;;;;
dic-04;119,425;Comunicacions;;;;
nov-04;119,472;Comunicacions;;;;
oct-04;119,964;Comunicacions;;;;
sep-04;120,055;Comunicacions;;;;
ago-04;120,161;Comunicacions;;;;
jul-04;120,314;Comunicacions;;;;
jun-04;120,534;Comunicacions;;;;
may-04;120,666;Comunicacions;;;;
abr-04;120,834;Comunicacions;;;;
mar-04;119,892;Comunicacions;;;;
feb-04;120,024;Comunicacions;;;;
ene-04;120,119;Comunicacions;;;;
dic-03;120,239;Comunicacions;;;;
nov-03;120,319;Comunicacions;;;;
oct-03;121,099;Comunicacions;;;;
sep-03;121,26;Comunicacions;;;;
ago-03;121,246;Comunicacions;;;;
jul-03;121,326;Comunicacions;;;;
jun-03;121,446;Comunicacions;;;;
may-03;121,545;Comunicacions;;;;
abr-03;121,771;Comunicacions;;;;
mar-03;122,056;Comunicacions;;;;
feb-03;122,26;Comunicacions;;;;
ene-03;122,128;Comunicacions;;;;
dic-02;120,482;Comunicacions;;;;
nov-02;120,675;Comunicacions;;;;
oct-02;124,883;Comunicacions;;;;
sep-02;125,004;Comunicacions;;;;
ago-02;124,516;Comunicacions;;;;
jul-02;124,5;Comunicacions;;;;
jun-02;124,891;Comunicacions;;;;
may-02;125,098;Comunicacions;;;;
abr-02;125,098;Comunicacions;;;;
mar-02;125,098;Comunicacions;;;;
feb-02;126,667;Comunicacions;;;;
ene-02;128,6;Comunicacions;;;;
abr-24;108,649;Esbarjo i cultura;;;;
mar-24;109,133;Esbarjo i cultura;;;;
feb-24;107,212;Esbarjo i cultura;;;;
ene-24;106,078;Esbarjo i cultura;;;;
dic-23;108,375;Esbarjo i cultura;;;;
nov-23;105,913;Esbarjo i cultura;;;;
oct-23;107,44;Esbarjo i cultura;;;;
sep-23;108,876;Esbarjo i cultura;;;;
ago-23;112,511;Esbarjo i cultura;;;;
jul-23;111,487;Esbarjo i cultura;;;;
jun-23;108,187;Esbarjo i cultura;;;;
may-23;105,929;Esbarjo i cultura;;;;
abr-23;106,347;Esbarjo i cultura;;;;
mar-23;105,166;Esbarjo i cultura;;;;
feb-23;104,261;Esbarjo i cultura;;;;
ene-23;102,902;Esbarjo i cultura;;;;
dic-22;105,137;Esbarjo i cultura;;;;
nov-22;103,326;Esbarjo i cultura;;;;
oct-22;103,478;Esbarjo i cultura;;;;
sep-22;103,66;Esbarjo i cultura;;;;
ago-22;105,115;Esbarjo i cultura;;;;
jul-22;104,027;Esbarjo i cultura;;;;
jun-22;102,796;Esbarjo i cultura;;;;
may-22;101,553;Esbarjo i cultura;;;;
abr-22;102,301;Esbarjo i cultura;;;;
mar-22;100,762;Esbarjo i cultura;;;;
feb-22;101,049;Esbarjo i cultura;;;;
ene-22;100,366;Esbarjo i cultura;;;;
dic-21;101,284;Esbarjo i cultura;;;;
nov-21;100,126;Esbarjo i cultura;;;;
oct-21;100,352;Esbarjo i cultura;;;;
sep-21;100,281;Esbarjo i cultura;;;;
ago-21;100,986;Esbarjo i cultura;;;;
jul-21;100,312;Esbarjo i cultura;;;;
jun-21;99,727;Esbarjo i cultura;;;;
may-21;99,304;Esbarjo i cultura;;;;
abr-21;99,376;Esbarjo i cultura;;;;
mar-21;99,539;Esbarjo i cultura;;;;
feb-21;99,529;Esbarjo i cultura;;;;
ene-21;99,183;Esbarjo i cultura;;;;
dic-20;99,599;Esbarjo i cultura;;;;
nov-20;98,358;Esbarjo i cultura;;;;
oct-20;98,876;Esbarjo i cultura;;;;
sep-20;99,378;Esbarjo i cultura;;;;
ago-20;101,55;Esbarjo i cultura;;;;
jul-20;101,35;Esbarjo i cultura;;;;
jun-20;100,51;Esbarjo i cultura;;;;
may-20;99,08;Esbarjo i cultura;;;;
abr-20;100,602;Esbarjo i cultura;;;;
mar-20;99,762;Esbarjo i cultura;;;;
feb-20;99,906;Esbarjo i cultura;;;;
ene-20;99,109;Esbarjo i cultura;;;;
dic-19;101,209;Esbarjo i cultura;;;;
nov-19;99,213;Esbarjo i cultura;;;;
oct-19;99,57;Esbarjo i cultura;;;;
sep-19;100,5;Esbarjo i cultura;;;;
ago-19;103,681;Esbarjo i cultura;;;;
jul-19;102,524;Esbarjo i cultura;;;;
jun-19;100,861;Esbarjo i cultura;;;;
may-19;99,179;Esbarjo i cultura;;;;
abr-19;100,66;Esbarjo i cultura;;;;
mar-19;99,787;Esbarjo i cultura;;;;
feb-19;99,467;Esbarjo i cultura;;;;
ene-19;98,781;Esbarjo i cultura;;;;
dic-18;101,061;Esbarjo i cultura;;;;
nov-18;99,211;Esbarjo i cultura;;;;
oct-18;99,802;Esbarjo i cultura;;;;
sep-18;100,366;Esbarjo i cultura;;;;
ago-18;103,553;Esbarjo i cultura;;;;
jul-18;102,85;Esbarjo i cultura;;;;
jun-18;101,256;Esbarjo i cultura;;;;
may-18;100,356;Esbarjo i cultura;;;;
abr-18;100,396;Esbarjo i cultura;;;;
mar-18;101,398;Esbarjo i cultura;;;;
feb-18;101,043;Esbarjo i cultura;;;;
ene-18;99,66;Esbarjo i cultura;;;;
dic-17;101,114;Esbarjo i cultura;;;;
nov-17;99,67;Esbarjo i cultura;;;;
oct-17;99,803;Esbarjo i cultura;;;;
sep-17;101,416;Esbarjo i cultura;;;;
ago-17;104,654;Esbarjo i cultura;;;;
jul-17;103,487;Esbarjo i cultura;;;;
jun-17;100,69;Esbarjo i cultura;;;;
may-17;99,536;Esbarjo i cultura;;;;
abr-17;101,849;Esbarjo i cultura;;;;
mar-17;100,359;Esbarjo i cultura;;;;
feb-17;100,463;Esbarjo i cultura;;;;
ene-17;100,163;Esbarjo i cultura;;;;
dic-16;101,706;Esbarjo i cultura;;;;
nov-16;98,505;Esbarjo i cultura;;;;
oct-16;98,376;Esbarjo i cultura;;;;
sep-16;99,652;Esbarjo i cultura;;;;
ago-16;103,918;Esbarjo i cultura;;;;
jul-16;102,27;Esbarjo i cultura;;;;
jun-16;99,324;Esbarjo i cultura;;;;
may-16;98,342;Esbarjo i cultura;;;;
abr-16;98,546;Esbarjo i cultura;;;;
mar-16;100,655;Esbarjo i cultura;;;;
feb-16;99,813;Esbarjo i cultura;;;;
ene-16;99,279;Esbarjo i cultura;;;;
dic-15;101,237;Esbarjo i cultura;;;;
nov-15;100,135;Esbarjo i cultura;;;;
oct-15;100,293;Esbarjo i cultura;;;;
sep-15;101,212;Esbarjo i cultura;;;;
ago-15;103,689;Esbarjo i cultura;;;;
jul-15;102,915;Esbarjo i cultura;;;;
jun-15;100,981;Esbarjo i cultura;;;;
may-15;100,285;Esbarjo i cultura;;;;
abr-15;101,184;Esbarjo i cultura;;;;
mar-15;100,676;Esbarjo i cultura;;;;
feb-15;99,868;Esbarjo i cultura;;;;
ene-15;99,441;Esbarjo i cultura;;;;
dic-14;101,067;Esbarjo i cultura;;;;
nov-14;99,426;Esbarjo i cultura;;;;
oct-14;100,215;Esbarjo i cultura;;;;
sep-14;101,121;Esbarjo i cultura;;;;
ago-14;104,085;Esbarjo i cultura;;;;
jul-14;103,093;Esbarjo i cultura;;;;
jun-14;101,783;Esbarjo i cultura;;;;
may-14;101,103;Esbarjo i cultura;;;;
abr-14;102,565;Esbarjo i cultura;;;;
mar-14;101,092;Esbarjo i cultura;;;;
feb-14;100,833;Esbarjo i cultura;;;;
ene-14;100,119;Esbarjo i cultura;;;;
dic-13;102,282;Esbarjo i cultura;;;;
nov-13;100,94;Esbarjo i cultura;;;;
oct-13;102,187;Esbarjo i cultura;;;;
sep-13;103,178;Esbarjo i cultura;;;;
ago-13;105,942;Esbarjo i cultura;;;;
jul-13;104,754;Esbarjo i cultura;;;;
jun-13;102,715;Esbarjo i cultura;;;;
may-13;102,192;Esbarjo i cultura;;;;
abr-13;102,573;Esbarjo i cultura;;;;
mar-13;103,463;Esbarjo i cultura;;;;
feb-13;101,745;Esbarjo i cultura;;;;
ene-13;101,258;Esbarjo i cultura;;;;
dic-12;103,503;Esbarjo i cultura;;;;
nov-12;101,637;Esbarjo i cultura;;;;
oct-12;103,01;Esbarjo i cultura;;;;
sep-12;103,097;Esbarjo i cultura;;;;
ago-12;104,22;Esbarjo i cultura;;;;
jul-12;103,139;Esbarjo i cultura;;;;
jun-12;101,14;Esbarjo i cultura;;;;
may-12;100,582;Esbarjo i cultura;;;;
abr-12;102,207;Esbarjo i cultura;;;;
mar-12;101,168;Esbarjo i cultura;;;;
feb-12;100,43;Esbarjo i cultura;;;;
ene-12;100,19;Esbarjo i cultura;;;;
dic-11;102,706;Esbarjo i cultura;;;;
nov-11;100,477;Esbarjo i cultura;;;;
oct-11;101,024;Esbarjo i cultura;;;;
sep-11;101,853;Esbarjo i cultura;;;;
ago-11;104,389;Esbarjo i cultura;;;;
jul-11;102,866;Esbarjo i cultura;;;;
jun-11;100,536;Esbarjo i cultura;;;;
may-11;100,175;Esbarjo i cultura;;;;
abr-11;101,933;Esbarjo i cultura;;;;
mar-11;100,448;Esbarjo i cultura;;;;
feb-11;100,067;Esbarjo i cultura;;;;
ene-11;99,514;Esbarjo i cultura;;;;
dic-10;101,352;Esbarjo i cultura;;;;
nov-10;100,034;Esbarjo i cultura;;;;
oct-10;100,987;Esbarjo i cultura;;;;
sep-10;101,813;Esbarjo i cultura;;;;
ago-10;104,235;Esbarjo i cultura;;;;
jul-10;103,01;Esbarjo i cultura;;;;
jun-10;101,363;Esbarjo i cultura;;;;
may-10;100,733;Esbarjo i cultura;;;;
abr-10;101,307;Esbarjo i cultura;;;;
mar-10;101,466;Esbarjo i cultura;;;;
feb-10;100,231;Esbarjo i cultura;;;;
ene-10;100,524;Esbarjo i cultura;;;;
dic-09;102,461;Esbarjo i cultura;;;;
nov-09;101,075;Esbarjo i cultura;;;;
oct-09;101,789;Esbarjo i cultura;;;;
sep-09;102,5;Esbarjo i cultura;;;;
ago-09;104,384;Esbarjo i cultura;;;;
jul-09;103,733;Esbarjo i cultura;;;;
jun-09;102,948;Esbarjo i cultura;;;;
may-09;102,423;Esbarjo i cultura;;;;
abr-09;103,937;Esbarjo i cultura;;;;
mar-09;102,535;Esbarjo i cultura;;;;
feb-09;102,357;Esbarjo i cultura;;;;
ene-09;102,183;Esbarjo i cultura;;;;
dic-08;103,622;Esbarjo i cultura;;;;
nov-08;102,203;Esbarjo i cultura;;;;
oct-08;103,144;Esbarjo i cultura;;;;
sep-08;103,714;Esbarjo i cultura;;;;
ago-08;105,511;Esbarjo i cultura;;;;
jul-08;104,015;Esbarjo i cultura;;;;
jun-08;102,833;Esbarjo i cultura;;;;
may-08;102,386;Esbarjo i cultura;;;;
abr-08;102,279;Esbarjo i cultura;;;;
mar-08;103,383;Esbarjo i cultura;;;;
feb-08;102,2;Esbarjo i cultura;;;;
ene-08;101,92;Esbarjo i cultura;;;;
dic-07;103,338;Esbarjo i cultura;;;;
nov-07;101,896;Esbarjo i cultura;;;;
oct-07;102,72;Esbarjo i cultura;;;;
sep-07;103,536;Esbarjo i cultura;;;;
ago-07;105,306;Esbarjo i cultura;;;;
jul-07;103,949;Esbarjo i cultura;;;;
jun-07;103,079;Esbarjo i cultura;;;;
may-07;102,99;Esbarjo i cultura;;;;
abr-07;103,789;Esbarjo i cultura;;;;
mar-07;103,217;Esbarjo i cultura;;;;
feb-07;102,675;Esbarjo i cultura;;;;
ene-07;102,302;Esbarjo i cultura;;;;
dic-06;104,183;Esbarjo i cultura;;;;
nov-06;102,627;Esbarjo i cultura;;;;
oct-06;103,496;Esbarjo i cultura;;;;
sep-06;104,631;Esbarjo i cultura;;;;
ago-06;106,299;Esbarjo i cultura;;;;
jul-06;105,028;Esbarjo i cultura;;;;
jun-06;103,772;Esbarjo i cultura;;;;
may-06;103,212;Esbarjo i cultura;;;;
abr-06;104,191;Esbarjo i cultura;;;;
mar-06;103,144;Esbarjo i cultura;;;;
feb-06;103,349;Esbarjo i cultura;;;;
ene-06;103,088;Esbarjo i cultura;;;;
dic-05;104,771;Esbarjo i cultura;;;;
nov-05;103,341;Esbarjo i cultura;;;;
oct-05;103,848;Esbarjo i cultura;;;;
sep-05;104,369;Esbarjo i cultura;;;;
ago-05;105,767;Esbarjo i cultura;;;;
jul-05;104,463;Esbarjo i cultura;;;;
jun-05;103,21;Esbarjo i cultura;;;;
may-05;102,621;Esbarjo i cultura;;;;
abr-05;103,07;Esbarjo i cultura;;;;
mar-05;104,022;Esbarjo i cultura;;;;
feb-05;103,184;Esbarjo i cultura;;;;
ene-05;102,885;Esbarjo i cultura;;;;
dic-04;104,103;Esbarjo i cultura;;;;
nov-04;103,206;Esbarjo i cultura;;;;
oct-04;104,03;Esbarjo i cultura;;;;
sep-04;104,962;Esbarjo i cultura;;;;
ago-04;106,309;Esbarjo i cultura;;;;
jul-04;104,612;Esbarjo i cultura;;;;
jun-04;103,899;Esbarjo i cultura;;;;
may-04;103,032;Esbarjo i cultura;;;;
abr-04;104,412;Esbarjo i cultura;;;;
mar-04;103,358;Esbarjo i cultura;;;;
feb-04;103,05;Esbarjo i cultura;;;;
ene-04;102,754;Esbarjo i cultura;;;;
dic-03;104,197;Esbarjo i cultura;;;;
nov-03;103,147;Esbarjo i cultura;;;;
oct-03;104,278;Esbarjo i cultura;;;;
sep-03;104,401;Esbarjo i cultura;;;;
ago-03;106,062;Esbarjo i cultura;;;;
jul-03;104,42;Esbarjo i cultura;;;;
jun-03;103,429;Esbarjo i cultura;;;;
may-03;103,031;Esbarjo i cultura;;;;
abr-03;104,778;Esbarjo i cultura;;;;
mar-03;103,215;Esbarjo i cultura;;;;
feb-03;103,045;Esbarjo i cultura;;;;
ene-03;102,73;Esbarjo i cultura;;;;
dic-02;104,07;Esbarjo i cultura;;;;
nov-02;102,725;Esbarjo i cultura;;;;
oct-02;103,085;Esbarjo i cultura;;;;
sep-02;103,921;Esbarjo i cultura;;;;
ago-02;105,582;Esbarjo i cultura;;;;
jul-02;104,308;Esbarjo i cultura;;;;
jun-02;103,616;Esbarjo i cultura;;;;
may-02;102,968;Esbarjo i cultura;;;;
abr-02;102,658;Esbarjo i cultura;;;;
mar-02;103,157;Esbarjo i cultura;;;;
feb-02;101,58;Esbarjo i cultura;;;;
ene-02;101,6;Esbarjo i cultura;;;;
abr-24;105,389;Ensenyament;;;;
mar-24;105,38;Ensenyament;;;;
feb-24;105,304;Ensenyament;;;;
ene-24;105,259;Ensenyament;;;;
dic-23;105,224;Ensenyament;;;;
nov-23;105,178;Ensenyament;;;;
oct-23;105,012;Ensenyament;;;;
sep-23;103,831;Ensenyament;;;;
ago-23;102,494;Ensenyament;;;;
jul-23;102,482;Ensenyament;;;;
jun-23;102,473;Ensenyament;;;;
may-23;102,466;Ensenyament;;;;
abr-23;102,461;Ensenyament;;;;
mar-23;102,458;Ensenyament;;;;
feb-23;102,426;Ensenyament;;;;
ene-23;102,378;Ensenyament;;;;
dic-22;102,193;Ensenyament;;;;
nov-22;102,32;Ensenyament;;;;
oct-22;102,218;Ensenyament;;;;
sep-22;101,549;Ensenyament;;;;
ago-22;100,869;Ensenyament;;;;
jul-22;100,858;Ensenyament;;;;
jun-22;100,844;Ensenyament;;;;
may-22;100,835;Ensenyament;;;;
abr-22;100,817;Ensenyament;;;;
mar-22;100,819;Ensenyament;;;;
feb-22;100,836;Ensenyament;;;;
ene-22;100,828;Ensenyament;;;;
dic-21;100,82;Ensenyament;;;;
nov-21;100,8;Ensenyament;;;;
oct-21;100,713;Ensenyament;;;;
sep-21;100,298;Ensenyament;;;;
ago-21;99,705;Ensenyament;;;;
jul-21;99,701;Ensenyament;;;;
jun-21;99,691;Ensenyament;;;;
may-21;99,679;Ensenyament;;;;
abr-21;99,667;Ensenyament;;;;
mar-21;99,643;Ensenyament;;;;
feb-21;99,645;Ensenyament;;;;
ene-21;99,638;Ensenyament;;;;
dic-20;99,632;Ensenyament;;;;
nov-20;99,641;Ensenyament;;;;
oct-20;99,569;Ensenyament;;;;
sep-20;100,335;Ensenyament;;;;
ago-20;99,864;Ensenyament;;;;
jul-20;99,855;Ensenyament;;;;
jun-20;99,867;Ensenyament;;;;
may-20;99,873;Ensenyament;;;;
abr-20;99,883;Ensenyament;;;;
mar-20;99,873;Ensenyament;;;;
feb-20;99,873;Ensenyament;;;;
ene-20;99,883;Ensenyament;;;;
dic-19;99,865;Ensenyament;;;;
nov-19;99,85;Ensenyament;;;;
oct-19;99,805;Ensenyament;;;;
sep-19;99,179;Ensenyament;;;;
ago-19;99,052;Ensenyament;;;;
jul-19;99,05;Ensenyament;;;;
jun-19;99,047;Ensenyament;;;;
may-19;99,034;Ensenyament;;;;
abr-19;99,026;Ensenyament;;;;
mar-19;99,023;Ensenyament;;;;
feb-19;99,03;Ensenyament;;;;
ene-19;99,038;Ensenyament;;;;
dic-18;99,005;Ensenyament;;;;
nov-18;98,988;Ensenyament;;;;
oct-18;98,658;Ensenyament;;;;
sep-18;98,442;Ensenyament;;;;
ago-18;98,097;Ensenyament;;;;
jul-18;98,087;Ensenyament;;;;
jun-18;98,051;Ensenyament;;;;
may-18;98,051;Ensenyament;;;;
abr-18;98,047;Ensenyament;;;;
mar-18;98,043;Ensenyament;;;;
feb-18;98,038;Ensenyament;;;;
ene-18;98,032;Ensenyament;;;;
dic-17;98,029;Ensenyament;;;;
nov-17;98,015;Ensenyament;;;;
oct-17;97,992;Ensenyament;;;;
sep-17;97,5;Ensenyament;;;;
ago-17;97,367;Ensenyament;;;;
jul-17;97,356;Ensenyament;;;;
jun-17;97,359;Ensenyament;;;;
may-17;97,353;Ensenyament;;;;
abr-17;97,349;Ensenyament;;;;
mar-17;97,351;Ensenyament;;;;
feb-17;97,331;Ensenyament;;;;
ene-17;97,337;Ensenyament;;;;
dic-16;97,3;Ensenyament;;;;
nov-16;97,285;Ensenyament;;;;
oct-16;97,195;Ensenyament;;;;
sep-16;96,693;Ensenyament;;;;
ago-16;96,417;Ensenyament;;;;
jul-16;96,415;Ensenyament;;;;
jun-16;96,411;Ensenyament;;;;
may-16;96,406;Ensenyament;;;;
abr-16;96,396;Ensenyament;;;;
mar-16;96,387;Ensenyament;;;;
feb-16;96,392;Ensenyament;;;;
ene-16;96,406;Ensenyament;;;;
dic-15;96,389;Ensenyament;;;;
nov-15;96,398;Ensenyament;;;;
oct-15;96,36;Ensenyament;;;;
sep-15;96,171;Ensenyament;;;;
ago-15;95,911;Ensenyament;;;;
jul-15;95,911;Ensenyament;;;;
jun-15;95,916;Ensenyament;;;;
may-15;95,922;Ensenyament;;;;
abr-15;95,925;Ensenyament;;;;
mar-15;95,917;Ensenyament;;;;
feb-15;95,905;Ensenyament;;;;
ene-15;95,905;Ensenyament;;;;
dic-14;95,877;Ensenyament;;;;
nov-14;95,892;Ensenyament;;;;
oct-14;95,822;Ensenyament;;;;
sep-14;95,08;Ensenyament;;;;
ago-14;94,737;Ensenyament;;;;
jul-14;94,734;Ensenyament;;;;
jun-14;94,734;Ensenyament;;;;
may-14;94,732;Ensenyament;;;;
abr-14;94,735;Ensenyament;;;;
mar-14;94,719;Ensenyament;;;;
feb-14;94,716;Ensenyament;;;;
ene-14;94,704;Ensenyament;;;;
dic-13;94,694;Ensenyament;;;;
nov-13;94,67;Ensenyament;;;;
oct-13;94,655;Ensenyament;;;;
sep-13;93,222;Ensenyament;;;;
ago-13;92,92;Ensenyament;;;;
jul-13;92,915;Ensenyament;;;;
jun-13;92,926;Ensenyament;;;;
may-13;92,932;Ensenyament;;;;
abr-13;92,928;Ensenyament;;;;
mar-13;92,917;Ensenyament;;;;
feb-13;92,955;Ensenyament;;;;
ene-13;92,959;Ensenyament;;;;
dic-12;92,936;Ensenyament;;;;
nov-12;92,813;Ensenyament;;;;
oct-12;92,774;Ensenyament;;;;
sep-12;84,933;Ensenyament;;;;
ago-12;84,191;Ensenyament;;;;
jul-12;84,19;Ensenyament;;;;
jun-12;84,188;Ensenyament;;;;
may-12;84,184;Ensenyament;;;;
abr-12;84,183;Ensenyament;;;;
mar-12;84,186;Ensenyament;;;;
feb-12;84,178;Ensenyament;;;;
ene-12;84,159;Ensenyament;;;;
dic-11;84,086;Ensenyament;;;;
nov-11;84,09;Ensenyament;;;;
oct-11;84,021;Ensenyament;;;;
sep-11;82,37;Ensenyament;;;;
ago-11;81,863;Ensenyament;;;;
jul-11;81,859;Ensenyament;;;;
jun-11;81,843;Ensenyament;;;;
may-11;81,833;Ensenyament;;;;
abr-11;81,831;Ensenyament;;;;
mar-11;81,824;Ensenyament;;;;
